#  n     IJK     IKJ     JIK     JKI     KIJ     KJI
#--- ------- ------- ------- ------- ------- -------
 530   1.666   2.761   1.647   0.287   2.807   0.408
 531   1.659   2.758   1.655   0.300   2.801   0.414
 532   1.668   2.768   1.667   0.268   2.811   0.409
 533   1.664   2.757   1.653   0.299   2.807   0.414
 534   1.660   2.763   1.648   0.287   2.809   0.414
 535   1.656   2.754   1.660   0.300   2.804   0.413
 536   1.672   2.771   1.645   0.268   2.846   0.409
 537   1.665   2.756   1.653   0.299   2.812   0.414
 538   1.666   2.758   1.646   0.287   2.815   0.411
 539   1.667   2.781   1.651   0.299   2.797   0.413
 540   1.671   2.770   1.648   0.268   2.818   0.409
 541   1.666   2.756   1.656   0.303   2.802   0.416
 542   1.663   2.764   1.653   0.288   2.815   0.411
 543   1.666   2.759   1.655   0.299   2.801   0.414
 544   1.686   3.024   1.660   0.266   3.038   0.411
 545   1.661   2.770   1.651   0.303   2.810   0.414
 546   1.672   2.766   1.655   0.288   2.815   0.411
 547   1.667   2.761   1.656   0.299   2.805   0.413
 548   1.668   2.780   1.649   0.267   2.818   0.411
 549   1.667   2.756   1.658   0.301   2.809   0.415
 550   1.671   2.756   1.657   0.287   2.815   0.413
 551   1.673   2.763   1.657   0.299   2.821   0.415
 552   1.676   2.793   1.652   0.268   2.850   0.413
 553   1.663   2.770   1.654   0.299   2.808   0.418
 554   1.666   2.772   1.650   0.288   2.817   0.416
 555   1.664   2.776   1.651   0.299   2.825   0.419
 556   1.663   2.770   1.642   0.268   2.821   0.417
 557   1.665   2.771   1.659   0.306   2.828   0.425
 558   1.666   2.772   1.648   0.294   2.823   0.422
 559   1.675   2.777   1.662   0.305   2.830   0.424
 560   1.678   2.839   1.661   0.267   2.901   0.420
 561   1.666   2.768   1.654   0.299   2.827   0.424
 562   1.668   2.762   1.648   0.287   2.821   0.421
 563   1.667   2.781   1.653   0.299   2.853   0.425
 564   1.670   2.773   1.646   0.270   2.829   0.420
 565   1.672   2.760   1.657   0.299   2.823   0.427
 566   1.673   2.774   1.651   0.287   2.824   0.422
 567   1.667   2.761   1.662   0.299   2.830   0.426
 568   1.675   2.784   1.648   0.267   2.865   0.421
 569   1.670   2.782   1.653   0.299   2.842   0.427
 570   1.672   2.772   1.656   0.287   2.833   0.426
 571   1.674   2.774   1.664   0.298   2.843   0.429
 572   1.678   2.786   1.646   0.268   2.843   0.425
 573   1.681   2.773   1.665   0.299   2.838   0.430
 574   1.680   2.781   1.656   0.287   2.839   0.429
 575   1.673   2.770   1.655   0.299   2.839   0.429
 576   1.748   3.853   1.697   0.267   3.892   0.432
 577   1.678   2.781   1.656   0.299   2.840   0.430
 578   1.675   2.781   1.657   0.287   2.848   0.429
 579   1.675   2.784   1.672   0.299   2.846   0.430
 580   1.691   2.789   1.660   0.273   2.847   0.430
 581   1.679   2.796   1.662   0.300   2.851   0.433
 582   1.683   2.798   1.664   0.288   2.850   0.434
 583   1.682   2.782   1.667   0.299   2.868   0.441
 584   1.678   2.813   1.660   0.267   2.876   0.435
 585   1.677   2.826   1.668   0.301   2.885   0.445
 586   1.679   2.790   1.660   0.288   2.847   0.440
 587   1.679   2.795   1.668   0.300   2.853   0.441
 588   1.682   2.792   1.665   0.271   2.853   0.439
 589   1.681   2.785   1.676   0.301   2.867   0.444
 590   1.678   2.801   1.667   0.288   2.857   0.441
 591   1.679   2.796   1.671   0.300   2.874   0.444
 592   1.684   2.867   1.672   0.267   2.924   0.439
 593   1.675   2.800   1.673   0.301   2.875   0.443
 594   1.686   2.813   1.680   0.293   2.873   0.440
 595   1.685   2.808   1.688   0.306   2.871   0.444
 596   1.685   2.812   1.677   0.271   2.870   0.441
 597   1.684   2.832   1.694   0.306   2.927   0.445
 598   1.692   2.834   1.703   0.297   2.881   0.445
 599   1.688   2.816   1.733   0.307   2.877   0.444
 600   1.696   2.865   1.723   0.282   2.910   0.440
 601   1.688   2.823   1.784   0.312   2.879   0.450
 602   1.690   2.844   1.761   0.300   2.864   0.451
 603   1.692   2.826   1.771   0.312   2.878   0.447
 604   1.700   2.833   1.740   0.280   2.873   0.443
 605   1.691   2.822   1.781   0.312   2.874   0.448
 606   1.698   2.824   1.762   0.299   2.862   0.444
 607   1.694   2.837   1.774   0.313   2.875   0.448
 608   1.718   3.228   1.752   0.278   3.197   0.450
 609   1.699   2.819   1.772   0.334   2.896   0.450
 610   1.697   2.838   1.760   0.300   2.868   0.447
 611   1.694   2.848   1.788   0.318   2.882   0.450
 612   1.694   2.844   1.745   0.280   2.865   0.447
 613   1.697   2.838   1.792   0.313   2.888   0.449
 614   1.700   2.873   1.771   0.301   2.910   0.448
 615   1.697   2.856   1.787   0.315   2.895   0.444
 616   1.703   2.907   1.744   0.280   2.904   0.437
 617   1.699   2.851   1.785   0.314   2.883   0.451
 618   1.698   2.848   1.775   0.301   2.865   0.449
 619   1.698   2.870   1.792   0.313   2.880   0.451
 620   1.701   2.862   1.768   0.283   2.863   0.448
 621   1.700   2.866   1.819   0.315   2.869   0.456
 622   1.701   2.877   1.814   0.304   2.868   0.450
 623   1.704   2.872   1.845   0.315   2.898   0.453
 624   1.710   3.000   1.767   0.284   2.953   0.452
 625   1.702   2.897   1.846   0.316   2.898   0.452
 626   1.706   2.908   1.816   0.309   2.900   0.453
 627   1.701   2.902   1.857   0.318   2.892   0.455
 628   1.706   2.893   1.786   0.287   2.877   0.452
 629   1.703   2.915   1.840   0.319   2.899   0.454
 630   1.705   2.910   1.810   0.305   2.896   0.457
 631   1.710   2.926   1.868   0.317   2.902   0.455
 632   1.708   2.968   1.766   0.285   2.921   0.452
 633   1.704   2.927   1.870   0.324   2.906   0.460
 634   1.707   2.948   1.837   0.306   2.902   0.455
 635   1.705   2.952   1.876   0.317   2.915   0.456
 636   1.706   2.938   1.811   0.289   2.893   0.453
 637   1.704   2.960   1.895   0.320   2.918   0.456
 638   1.706   2.927   1.859   0.308   2.893   0.451
 639   1.710   2.952   1.908   0.322   2.948   0.458
 640   2.090   6.221   1.944   0.285   5.728   0.474
 641   1.710   2.972   1.927   0.325   2.942   0.462
 642   1.711   2.981   1.872   0.314   2.922   0.459
 643   1.711   2.983   1.942   0.328   2.939   0.462
 644   1.711   2.964   1.836   0.294   2.915   0.457
 645   1.714   3.019   1.955   0.327   2.949   0.466
 646   1.711   3.014   1.889   0.317   2.930   0.463
 647   1.711   3.002   1.979   0.327   2.952   0.467
 648   1.719   3.049   1.785   0.300   2.996   0.466
 649   1.712   3.034   1.972   0.328   2.949   0.466
 650   1.713   3.002   1.901   0.317   2.934   0.463
 651   1.711   3.059   1.969   0.333   2.976   0.465
 652   1.712   2.996   1.830   0.298   2.921   0.464
 653   1.715   3.114   1.971   0.329   2.971   0.469
 654   1.713   3.010   1.906   0.317   2.935   0.466
 655   1.717   3.085   1.990   0.328   2.966   0.472
 656   1.721   3.267   1.800   0.298   3.077   0.469
 657   1.710   3.077   2.000   0.329   2.971   0.473
 658   1.713   3.135   1.917   0.318   3.002   0.475
 659   1.712   3.123   2.013   0.329   2.992   0.478
 660   1.719   3.019   1.857   0.300   2.964   0.478
 661   1.720   3.148   2.019   0.332   3.039   0.480
 662   1.720   3.073   1.932   0.321   2.949   0.479
 663   1.715   3.168   2.018   0.333   3.026   0.484
 664   1.720   3.106   1.802   0.302   3.036   0.485
 665   1.718   3.144   2.023   0.334   3.007   0.486
 666   1.714   3.170   1.936   0.322   3.001   0.484
 667   1.716   3.146   2.027   0.338   2.993   0.485
 668   1.718   3.217   1.853   0.303   3.019   0.484
 669   1.715   3.158   2.021   0.336   3.013   0.485
 670   1.714   3.151   1.940   0.326   2.970   0.486
 671   1.714   3.182   2.038   0.336   3.077   0.488
 672   1.749   3.629   1.826   0.308   3.445   0.488
 673   1.714   3.289   2.061   0.338   3.179   0.491
 674   1.713   3.130   1.947   0.327   2.971   0.488
 675   1.728   3.239   2.059   0.337   3.137   0.491
 676   1.715   3.115   1.870   0.307   2.975   0.491
 677   1.720   3.207   2.076   0.342   3.104   0.493
 678   1.714   3.203   1.947   0.331   3.014   0.493
 679   1.712   3.185   2.106   0.342   3.012   0.496
 680   1.716   3.375   1.818   0.313   3.186   0.496
 681   1.719   3.192   2.098   0.343   3.071   0.494
 682   1.728   3.307   1.958   0.334   3.200   0.495
 683   1.720   3.370   2.101   0.345   3.268   0.497
 684   1.717   3.232   1.885   0.314   3.045   0.499
 685   1.719   3.276   2.124   0.350   3.151   0.506
 686   1.722   3.187   1.984   0.341   2.999   0.502
 687   1.721   3.307   2.136   0.349   3.213   0.503
 688   1.727   3.360   1.858   0.319   3.118   0.506
 689   1.720   3.356   2.138   0.349   3.262   0.505
 690   1.721   3.204   1.993   0.343   2.998   0.504
 691   1.720   3.294   2.164   0.357   3.190   0.509
 692   1.722   3.188   1.895   0.325   3.026   0.509
 693   1.723   3.276   2.179   0.355   3.156   0.509
 694   1.720   3.250   2.013   0.345   3.076   0.510
 695   1.718   3.288   2.197   0.363   3.180   0.512
 696   1.722   3.304   1.871   0.330   3.164   0.514
 697   1.721   3.234   2.216   0.361   3.143   0.512
 698   1.720   3.366   2.030   0.351   3.206   0.513
 699   1.719   3.237   2.223   0.361   3.131   0.516
 700   1.722   3.354   1.906   0.332   3.188   0.517
 701   1.720   3.235   2.232   0.361   3.140   0.517
 702   1.724   3.259   2.043   0.355   3.169   0.519
 703   1.727   3.287   2.257   0.364   3.166   0.522
 704   2.024   4.441   1.988   0.336   4.466   0.535
 705   1.720   3.266   2.273   0.368   3.182   0.524
 706   1.723   3.280   2.054   0.360   3.133   0.523
 707   1.720   3.280   2.289   0.367   3.208   0.526
 708   1.723   3.099   1.920   0.339   3.105   0.529
 709   1.721   3.320   2.303   0.371   3.242   0.531
 710   1.730   3.206   2.071   0.357   3.135   0.531
 711   1.722   3.318   2.301   0.371   3.236   0.532
 712   1.729   3.159   1.919   0.340   3.206   0.538
 713   1.728   3.338   2.307   0.370   3.255   0.535
 714   1.727   3.184   2.080   0.361   3.113   0.537
 715   1.723   3.345   2.326   0.373   3.263   0.539
 716   1.727   3.212   1.942   0.343   3.097   0.544
 717   1.724   3.521   2.309   0.371   3.441   0.541
 718   1.729   3.202   2.080   0.361   3.138   0.543
 719   1.729   3.386   2.340   0.372   3.296   0.546
 720   1.735   3.272   1.961   0.347   3.301   0.552
 721   1.728   3.371   2.351   0.379   3.287   0.551
 722   1.732   3.206   2.095   0.369   3.128   0.554
 723   1.727   3.428   2.366   0.380   3.299   0.558
 724   1.732   3.288   1.943   0.349   3.105   0.558
 725   1.733   3.419   2.378   0.381   3.308   0.556
 726   1.734   3.216   2.102   0.371   3.149   0.556
 727   1.734   3.419   2.406   0.380   3.304   0.560
 728   1.736   3.393   1.984   0.352   3.270   0.560
 729   1.735   3.434   2.411   0.387   3.312   0.562
 730   1.734   3.234   2.116   0.372   3.156   0.562
 731   1.742   3.499   2.411   0.386   3.349   0.563
 732   1.734   3.127   1.967   0.359   3.161   0.566
 733   1.738   3.463   2.420   0.388   3.337   0.566
 734   1.737   3.295   2.123   0.376   3.180   0.568
 735   1.736   3.487   2.442   0.387   3.355   0.571
 736   1.778   3.790   2.001   0.359   3.822   0.573
 737   1.736   3.580   2.440   0.388   3.353   0.571
 738   1.737   3.286   2.125   0.379   3.205   0.572
 739   1.733   3.523   2.458   0.395   3.354   0.571
 740   1.735   3.411   1.968   0.365   3.274   0.573
 741   1.732   3.489   2.460   0.392   3.349   0.575
 742   1.731   3.368   2.127   0.383   3.283   0.575
 743   1.731   3.535   2.472   0.395   3.384   0.575
 744   1.734   3.559   2.026   0.367   3.501   0.577
 745   1.735   3.488   2.482   0.398   3.356   0.579
 746   1.735   3.442   2.134   0.391   3.356   0.580
 747   1.729   3.576   2.494   0.403   3.407   0.586
 748   1.732   3.374   1.984   0.373   3.392   0.583
 749   1.730   3.501   2.496   0.404   3.332   0.583
 750   1.735   3.402   2.147   0.391   3.331   0.583
 751   1.731   3.627   2.527   0.405   3.474   0.592
 752   1.739   3.612   2.098   0.376   3.671   0.587
 753   1.733   3.596   2.525   0.404   3.454   0.587
 754   1.735   3.401   2.149   0.394   3.327   0.587
 755   1.732   3.638   2.552   0.405   3.478   0.588
 756   1.731   3.378   2.000   0.379   3.428   0.588
 757   1.737   3.621   2.552   0.406   3.457   0.590
 758   1.735   3.383   2.158   0.396   3.303   0.590
 759   1.737   3.674   2.553   0.408   3.515   0.594
 760   1.734   3.507   2.084   0.382   3.634   0.594
 761   1.734   3.640   2.548   0.408   3.471   0.595
 762   1.735   3.333   2.160   0.399   3.250   0.595
 763   1.734   3.668   2.546   0.408   3.488   0.596
 764   1.737   3.454   2.012   0.382   3.498   0.597
 765   1.737   3.721   2.560   0.410   3.551   0.599
 766   1.743   3.444   2.173   0.401   3.379   0.599
 767   1.741   3.645   2.588   0.409   3.612   0.601
 768   2.193   8.199   2.342   0.381   8.342   0.612
 769   1.738   3.718   2.583   0.412   3.606   0.602
 770   1.739   3.476   2.170   0.402   3.394   0.605
 771   1.737   3.674   2.596   0.413   3.441   0.607
 772   1.738   3.390   2.033   0.389   3.461   0.606
 773   1.739   3.791   2.610   0.419   3.586   0.605
 774   1.740   3.561   2.177   0.406   3.468   0.618
 775   1.736   3.791   2.615   0.417   3.538   0.609
 776   1.741   3.580   2.152   0.390   3.686   0.611
 777   1.738   3.815   2.621   0.422   3.570   0.611
 778   1.742   3.557   2.173   0.410   3.452   0.612
 779   1.737   3.760   2.615   0.420   3.574   0.613
 780   1.739   3.398   2.065   0.395   3.462   0.614
 781   1.741   3.775   2.625   0.422   3.582   0.617
 782   1.745   3.678   2.203   0.413   3.583   0.620
 783   1.748   3.982   2.652   0.423   3.753   0.621
 784   1.748   3.700   2.202   0.396   3.755   0.625
 785   1.745   3.768   2.653   0.425   3.600   0.622
 786   1.744   3.420   2.188   0.415   3.346   0.625
 787   1.742   3.885   2.651   0.424   3.644   0.625
 788   1.738   3.596   2.082   0.396   3.647   0.628
 789   1.740   3.848   2.650   0.427   3.656   0.628
 790   1.743   3.516   2.195   0.416   3.418   0.628
 791   1.742   3.823   2.676   0.426   3.636   0.633
 792   1.743   3.690   2.229   0.403   3.783   0.635
 793   1.742   3.781   2.681   0.428   3.614   0.633
 794   1.740   3.493   2.200   0.418   3.409   0.638
 795   1.747   3.881   2.675   0.429   3.690   0.640
 796   1.749   3.665   2.122   0.403   3.739   0.644
 797   1.755   3.899   2.671   0.432   3.725   0.646
 798   1.742   3.419   2.196   0.421   3.356   0.644
 799   1.742   3.750   2.692   0.431   3.605   0.645
 800   1.799   4.125   2.232   0.404   4.162   0.651
 801   1.745   4.158   2.683   0.431   3.976   0.644
 802   1.741   3.676   2.208   0.421   3.586   0.647
 803   1.742   3.742   2.696   0.431   3.638   0.647
 804   1.744   3.400   2.123   0.408   3.499   0.648
 805   1.746   3.800   2.699   0.433   3.637   0.649
 806   1.746   3.990   2.210   0.426   3.881   0.649
 807   1.746   4.020   2.700   0.435   3.893   0.651
 808   1.748   3.591   2.269   0.410   3.712   0.653
 809   1.742   3.731   2.707   0.435   3.663   0.652
 810   1.742   3.458   2.216   0.429   3.392   0.655
 811   1.742   4.333   2.701   0.438   4.140   0.655
 812   1.745   3.766   2.132   0.413   3.839   0.658
 813   1.745   3.754   2.712   0.439   3.667   0.657
 814   1.746   3.443   2.225   0.430   3.391   0.658
 815   1.745   3.845   2.722   0.441   3.697   0.661
 816   1.753   4.468   2.303   0.415   4.535   0.664
 817   1.743   4.090   2.716   0.443   3.967   0.664
 818   1.745   3.511   2.222   0.434   3.454   0.665
 819   1.742   4.067   2.733   0.440   3.958   0.666
 820   1.750   3.683   2.148   0.419   3.782   0.670
 821   1.747   4.416   2.725   0.444   4.308   0.667
 822   1.748   3.776   2.222   0.435   3.691   0.672
 823   1.742   3.979   2.740   0.446   3.832   0.671
 824   1.748   3.771   2.326   0.420   3.919   0.671
 825   1.748   4.236   2.742   0.446   4.088   0.672
 826   1.748   3.972   2.227   0.437   3.877   0.673
 827   1.746   4.089   2.740   0.446   3.912   0.676
 828   1.749   3.845   2.195   0.423   3.950   0.675
 829   1.750   4.210   2.746   0.447   4.060   0.675
 830   1.744   3.723   2.234   0.438   3.645   0.676
 831   1.747   4.106   2.754   0.448   3.921   0.679
 832   2.153   5.056   2.436   0.423   5.172   0.681
 833   1.747   4.489   2.751   0.451   4.344   0.681
 834   1.750   3.756   2.250   0.443   3.677   0.684
 835   1.748   4.023   2.755   0.451   3.881   0.684
 836   1.743   3.630   2.180   0.428   3.733   0.686
 837   1.748   4.479   2.757   0.451   4.303   0.685
 838   1.750   4.165   2.240   0.442   4.054   0.686
 839   1.747   4.008   2.759   0.453   3.860   0.688
 840   1.748   3.882   2.369   0.429   4.037   0.687
 841   1.750   4.235   2.766   0.454   4.067   0.688
 842   1.751   4.248   2.240   0.445   4.151   0.692
 843   1.744   4.149   2.774   0.454   3.961   0.693
 844   1.746   3.998   2.262   0.432   4.080   0.694
 845   1.751   4.290   2.767   0.454   4.089   0.694
 846   1.751   3.846   2.246   0.446   3.758   0.698
 847   1.749   4.156   2.780   0.456   3.959   0.696
 848   1.758   4.358   2.460   0.434   4.444   0.697
 849   1.749   4.605   2.779   0.456   4.420   0.699
 850   1.747   3.712   2.247   0.448   3.626   0.698
 851   1.747   4.166   2.780   0.457   3.990   0.698
 852   1.750   3.884   2.275   0.436   3.976   0.703
 853   1.753   4.828   2.782   0.459   4.568   0.701
 854   1.751   3.965   2.253   0.451   3.877   0.702
 855   1.740   4.501   2.796   0.459   4.246   0.708
 856   1.734   4.131   2.392   0.439   4.256   0.707
 857   1.739   4.245   2.793   0.461   4.052   0.708
 858   1.743   3.846   2.253   0.452   3.753   0.707
 859   1.744   4.681   2.785   0.462   4.458   0.708
 860   1.743   4.391   2.262   0.440   4.469   0.707
 861   1.742   4.215   2.788   0.462   4.021   0.706
 862   1.745   3.911   2.271   0.456   3.812   0.709
 863   1.746   4.279   2.798   0.465   4.070   0.712
 864   1.827   4.651   2.425   0.442   4.677   0.713
 865   1.752   4.453   2.794   0.467   4.179   0.711
 866   1.746   4.567   2.291   0.458   4.453   0.714
 867   1.745   4.195   2.797   0.467   3.988   0.713
 868   1.752   3.853   2.309   0.444   3.948   0.716
 869   1.750   4.223   2.794   0.468   4.017   0.715
 870   1.750   4.521   2.266   0.458   4.403   0.714
 871   1.744   4.455   2.804   0.467   4.195   0.716
 872   1.746   4.480   2.421   0.446   4.614   0.719
 873   1.747   4.270   2.799   0.468   4.067   0.718
 874   1.747   3.907   2.267   0.462   3.819   0.718
 875   1.747   4.198   2.800   0.470   3.983   0.719
 876   1.747   4.520   2.324   0.449   4.596   0.722
 877   1.747   4.574   2.795   0.472   4.337   0.722
 878   1.748   4.152   2.268   0.463   4.034   0.723
 879   1.749   4.296   2.807   0.473   4.090   0.723
 880   1.751   4.269   2.493   0.451   4.351   0.728
 881   1.747   4.249   2.806   0.472   4.043   0.726
 882   1.752   4.604   2.278   0.465   4.497   0.726
 883   1.752   4.729   2.796   0.473   4.488   0.727
 884   1.750   4.081   2.332   0.453   4.183   0.728
 885   1.753   4.337   2.800   0.476   4.127   0.729
 886   1.749   4.011   2.268   0.468   3.903   0.730
 887   1.747   4.332   2.817   0.475   4.103   0.729
 888   1.752   4.891   2.497   0.454   5.034   0.732
 889   1.753   4.854   2.818   0.475   4.630   0.731
 890   1.753   4.151   2.280   0.469   4.030   0.733
 891   1.747   4.370   2.808   0.476   4.142   0.735
 892   1.748   4.063   2.323   0.456   4.163   0.734
 893   1.750   4.398   2.807   0.477   4.152   0.733
 894   1.756   4.709   2.281   0.470   4.618   0.735
 895   1.755   4.997   2.827   0.478   4.811   0.735
 896   2.228   7.071   2.723   0.455   7.101   0.738
 897   1.751   4.418   2.828   0.478   4.184   0.735
 898   1.751   4.100   2.285   0.470   3.994   0.738
 899   1.751   4.487   2.816   0.479   4.260   0.738
 900   1.751   4.705   2.358   0.459   4.768   0.739
 901   1.755   5.230   2.819   0.481   5.068   0.739
 902   1.753   4.518   2.283   0.476   4.415   0.741
 903   1.752   4.477   2.830   0.482   4.272   0.740
 904   1.748   4.325   2.525   0.459   4.462   0.742
 905   1.748   4.549   2.824   0.481   4.321   0.743
 906   1.751   4.626   2.279   0.474   4.522   0.742
 907   1.764   5.508   2.822   0.481   5.340   0.744
 908   1.755   4.711   2.373   0.460   4.789   0.746
 909   1.754   4.684   2.830   0.484   4.454   0.744
 910   1.755   4.270   2.293   0.475   4.156   0.747
 911   1.752   4.620   2.846   0.486   4.399   0.745
 912   1.764   4.737   2.599   0.464   4.816   0.747
 913   1.765   5.466   2.840   0.484   5.272   0.747
 914   1.762   4.965   2.314   0.475   4.865   0.748
 915   1.754   4.760   2.837   0.485   4.539   0.752
 916   1.752   4.276   2.358   0.463   4.375   0.750
 917   1.756   4.740   2.833   0.485   4.516   0.751
 918   1.752   4.358   2.309   0.477   4.267   0.751
 919   1.756   5.215   2.848   0.485   4.992   0.753
 920   1.768   5.694   2.559   0.466   5.830   0.755
 921   1.755   4.996   2.845   0.485   4.730   0.752
 922   1.749   4.318   2.296   0.478   4.265   0.752
 923   1.748   4.649   2.833   0.487   4.424   0.754
 924   1.749   4.399   2.379   0.465   4.477   0.755
 925   1.753   4.981   2.833   0.486   4.674   0.755
 926   1.762   5.535   2.306   0.479   5.461   0.757
 927   1.754   5.357   2.840   0.487   5.082   0.757
 928   1.835   4.964   2.510   0.466   5.026   0.760
 929   1.749   4.755   2.839   0.488   4.520   0.758
 930   1.749   4.351   2.286   0.482   4.284   0.759
 931   1.751   4.944   2.839   0.488   4.646   0.759
 932   1.751   4.845   2.396   0.469   4.910   0.761
 933   1.766   6.223   2.862   0.490   6.012   0.760
 934   1.756   4.683   2.309   0.481   4.599   0.760
 935   1.752   4.837   2.852   0.489   4.537   0.762
 936   1.754   4.690   2.568   0.469   4.819   0.763
 937   1.759   4.940   2.853   0.490   4.627   0.763
 938   1.752   4.584   2.319   0.482   4.485   0.764
 939   1.753   5.516   2.857   0.490   5.253   0.765
 940   1.763   5.530   2.415   0.470   5.553   0.766
 941   1.753   5.073   2.847   0.491   4.747   0.767
 942   1.749   4.584   2.287   0.484   4.503   0.765
 943   1.751   4.773   2.859   0.492   4.549   0.768
 944   1.763   4.874   2.647   0.471   4.954   0.768
 945   1.753   5.088   2.852   0.492   4.754   0.768
 946   1.763   5.835   2.317   0.484   5.756   0.768
 947   1.753   5.530   2.858   0.493   5.225   0.772
 948   1.750   4.619   2.379   0.471   4.707   0.770
 949   1.748   5.025   2.848   0.493   4.700   0.771
 950   1.750   4.495   2.305   0.485   4.394   0.771
 951   1.749   4.963   2.853   0.494   4.631   0.772
 952   1.750   4.992   2.503   0.472   5.142   0.771
 953   1.774   6.570   2.878   0.494   6.340   0.773
 954   1.757   5.087   2.329   0.486   4.992   0.771
 955   1.758   5.046   2.837   0.495   4.727   0.773
 956   1.752   4.631   2.380   0.474   4.719   0.774
 957   1.752   5.010   2.848   0.496   4.667   0.774
 958   1.757   4.655   2.321   0.488   4.546   0.776
 959   1.751   5.191   2.858   0.495   4.882   0.774
 960   2.245   6.676   2.743   0.473   6.699   0.775
 961   1.754   5.540   2.857   0.497   5.215   0.775
 962   1.751   4.749   2.304   0.489   4.657   0.776
 963   1.751   5.150   2.851   0.495   4.835   0.776
 964   1.751   4.697   2.394   0.475   4.784   0.776
 965   1.754   5.138   2.848   0.498   4.803   0.776
 966   1.756   4.900   2.316   0.489   4.799   0.777
 967   1.778   6.697   2.878   0.496   6.421   0.777
 968   1.755   5.594   2.577   0.476   5.730   0.778
 969   1.751   5.287   2.849   0.497   4.978   0.777
 970   1.750   4.947   2.308   0.489   4.853   0.778
 971   1.749   5.143   2.850   0.496   4.823   0.778
 972   1.748   4.870   2.427   0.476   4.939   0.779
 973   1.753   5.356   2.848   0.497   5.037   0.778
 974   1.762   5.904   2.329   0.490   5.819   0.778
 975   1.764   6.304   2.879   0.498   6.028   0.779
 976   1.776   5.304   2.640   0.477   5.412   0.780
 977   1.756   5.370   2.867   0.499   5.043   0.779
 978   1.752   4.881   2.326   0.491   4.780   0.779
 979   1.752   5.392   2.857   0.498   5.070   0.780
 980   1.746   4.928   2.427   0.479   4.997   0.782
 981   1.750   5.628   2.862   0.499   5.281   0.781
 982   1.819   6.864   2.354   0.493   6.818   0.781
 983   1.750   5.437   2.864   0.500   5.121   0.782
 984   1.749   5.242   2.588   0.479   5.402   0.784
 985   1.753   5.368   2.865   0.502   5.037   0.783
 986   1.755   5.009   2.347   0.494   4.890   0.783
 987   1.750   5.477   2.851   0.501   5.136   0.783
 988   1.753   5.059   2.450   0.481   5.124   0.785
 989   1.828   7.159   2.896   0.500   6.945   0.783
 990   1.758   5.337   2.323   0.494   5.244   0.784
 991   1.753   5.508   2.860   0.501   5.176   0.783
 992   1.917   5.537   2.496   0.480   5.594   0.785
 993   1.751   5.450   2.857   0.501   5.143   0.784
 994   1.753   5.166   2.354   0.494   5.062   0.786
 995   1.755   5.548   2.857   0.504   5.197   0.785
 996   1.757   5.424   2.404   0.481   5.447   0.786
 997   1.820   7.198   2.902   0.503   7.009   0.786
 998   1.758   5.181   2.331   0.494   5.093   0.786
 999   1.752   5.556   2.864   0.504   5.221   0.786
1000   1.755   5.349   2.626   0.483   5.520   0.788
1001   1.755   5.566   2.866   0.503   5.236   0.786
1002   1.756   5.279   2.358   0.496   5.171   0.787
1003   1.754   5.693   2.854   0.504   5.408   0.789
1004   1.794   6.544   2.469   0.483   6.535   0.789
1005   1.763   6.148   2.863   0.503   5.843   0.788
1006   1.757   5.325   2.334   0.496   5.241   0.788
1007   1.754   5.819   2.866   0.503   5.544   0.789
1008   1.792   5.510   2.690   0.483   5.601   0.790
1009   1.755   5.676   2.871   0.503   5.332   0.788
1010   1.754   5.230   2.388   0.496   5.102   0.788
1011   1.753   5.683   2.862   0.505   5.348   0.790
1012   1.878   7.384   2.535   0.484   7.371   0.791
1013   1.753   5.742   2.864   0.504   5.391   0.790
1014   1.757   5.236   2.359   0.497   5.103   0.791
1015   1.755   5.695   2.877   0.504   5.356   0.790
1016   1.753   5.453   2.615   0.485   5.607   0.793
1017   1.755   5.679   2.879   0.506   5.333   0.791
1018   1.758   5.263   2.336   0.499   5.032   0.792
1019   1.753   5.680   2.860   0.508   5.327   0.791
1020   1.978   7.858   2.617   0.485   7.838   0.793
1021   1.752   5.694   2.861   0.506   5.343   0.792
1022   1.754   5.244   2.356   0.500   5.031   0.792
1023   1.753   5.812   2.905   0.506   5.442   0.792
1024   5.847  17.685   5.949   0.487  17.764   0.784
#--- ------- ------- ------- ------- ------- -------
