#  n     IJK     IKJ     JIK     JKI     KIJ     KJI
#--- ------- ------- ------- ------- ------- -------
  61   1.253   0.775   1.223   0.252   0.777   0.276
  62   1.255   0.838   1.245   0.232   0.773   0.255
  63   1.275   0.771   1.231   0.247   0.770   0.280
  64   1.673   1.230   1.277   0.254   1.098   0.251
  65   1.263   0.769   1.262   0.260   0.678   0.284
  66   1.271   0.802   1.272   0.245   0.678   0.267
  67   1.271   0.765   1.275   0.275   0.677   0.287
  68   1.346   0.788   1.293   0.273   0.724   0.277
  69   1.295   0.761   1.283   0.286   0.678   0.295
  70   1.320   0.761   1.280   0.256   0.698   0.283
  71   1.288   0.768   1.297   0.278   0.759   0.293
  72   1.389   0.760   1.295   0.247   0.857   0.278
  73   1.313   1.066   1.338   0.277   1.053   0.287
  74   1.350   0.755   1.306   0.253   0.757   0.283
  75   1.374   0.755   1.300   0.275   0.755   0.291
  76   1.335   0.754   1.371   0.243   0.771   0.277
  77   1.311   0.752   1.319   0.323   0.753   0.291
  78   1.316   0.751   1.324   0.250   0.756   0.282
  79   1.369   0.749   1.319   0.273   0.751   0.291
  80   1.526   0.757   1.320   0.329   0.961   0.291
  81   1.424   0.748   1.330   0.276   0.747   0.301
  82   1.342   0.747   1.331   0.249   0.749   0.379
  83   1.384   0.747   1.330   0.269   0.745   0.289
  84   1.344   0.745   1.341   0.237   0.866   0.286
  85   1.396   0.756   1.338   0.276   0.768   0.288
  86   1.351   0.744   1.373   0.247   0.760   0.282
  87   1.355   0.743   1.356   0.268   0.742   0.289
  88   1.445   0.749   1.363   0.252   0.881   0.278
  89   1.357   0.749   1.369   0.269   0.743   0.287
  90   1.368   0.791   1.357   0.246   0.741   0.287
  91   1.393   0.740   1.363   0.266   0.766   0.288
  92   1.367   0.742   1.412   0.233   0.779   0.279
  93   1.371   0.963   1.384   0.266   0.988   0.311
  94   1.380   0.737   1.377   0.242   0.738   0.278
  95   1.418   0.765   1.367   0.265   0.743   0.288
  96   1.614   1.204   1.389   0.229   1.320   0.279
  97   1.388   0.737   1.391   0.269   0.736   0.290
  98   1.398   0.747   1.373   0.243   0.742   0.282
  99   1.389   0.740   1.385   0.263   0.735   0.289
 100   1.398   0.735   1.401   0.229   0.783   0.279
 101   1.399   0.734   1.404   0.297   0.739   0.288
 102   1.405   0.757   1.396   0.239   0.769   0.282
 103   1.404   0.734   1.390   0.268   0.745   0.289
 104   1.455   0.737   1.399   0.227   0.889   0.279
 105   1.407   0.737   1.390   0.273   0.745   0.288
 106   1.443   0.745   1.414   0.259   0.737   0.283
 107   1.434   0.734   1.443   0.261   0.735   0.437
 108   1.505   0.743   1.406   0.225   0.795   0.279
 109   1.422   0.731   1.410   0.263   0.738   0.288
 110   1.433   0.735   1.421   0.255   0.737   0.283
 111   1.430   0.730   1.438   0.259   0.735   0.288
 112   1.538   0.763   1.426   0.223   0.892   0.279
 113   1.428   0.729   1.410   0.261   0.726   0.300
 114   1.434   0.755   1.414   0.243   0.770   0.284
 115   1.457   0.735   1.416   0.258   0.731   0.288
 116   1.429   0.728   1.435   0.222   0.788   0.283
 117   1.459   0.732   1.428   0.259   0.734   0.288
 118   1.439   0.737   1.447   0.240   0.735   0.283
 119   1.435   0.734   1.429   0.257   0.725   0.292
 120   1.471   0.734   1.449   0.220   0.890   0.280
 121   1.465   0.729   1.443   0.259   0.723   0.287
 122   1.436   0.735   1.452   0.239   0.756   0.283
 123   1.476   0.730   1.431   0.270   0.727   0.287
 124   1.448   0.750   1.441   0.219   0.788   0.280
 125   1.449   0.726   1.455   0.261   0.722   0.290
 126   1.456   0.726   1.443   0.235   0.725   0.286
 127   1.447   0.729   1.450   0.254   0.723   0.287
 128   1.707   4.040   1.496   0.218   4.131   0.292
 129   1.450   0.726   1.447   0.257   0.731   0.285
 130   1.459   0.730   1.445   0.237   0.734   0.284
 131   1.453   0.735   1.477   0.255   0.755   0.286
 132   1.533   0.741   1.458   0.221   0.795   0.280
 133   1.461   0.750   1.485   0.266   0.727   0.287
 134   1.458   0.735   1.464   0.257   0.730   0.284
 135   1.459   0.761   1.459   0.272   0.730   0.286
 136   1.506   0.757   1.469   0.256   0.892   0.281
 137   1.465   0.775   1.467   0.269   0.737   0.286
 138   1.463   0.776   1.471   0.253   0.745   0.284
 139   1.473   0.763   1.483   0.270   0.749   0.286
 140   1.502   0.774   1.458   0.229   0.811   0.281
 141   1.469   0.768   1.502   0.269   0.749   0.286
 142   1.479   0.800   1.478   0.259   0.757   0.285
 143   1.479   0.786   1.493   0.268   0.754   0.286
 144   1.563   1.092   1.465   0.229   1.188   0.280
 145   1.479   0.789   1.503   0.268   0.767   0.287
 146   1.490   0.839   1.493   0.263   0.810   0.285
 147   1.486   0.829   1.487   0.272   0.787   0.289
 148   1.512   0.810   1.488   0.238   0.834   0.282
 149   1.489   0.819   1.488   0.273   0.789   0.292
 150   1.495   0.822   1.485   0.257   0.791   0.285
 151   1.495   0.837   1.523   0.278   0.824   0.294
 152   1.566   0.848   1.478   0.236   0.945   0.282
 153   1.503   0.857   1.488   0.277   0.811   0.288
 154   1.510   0.862   1.492   0.269   0.838   0.285
 155   1.515   0.869   1.486   0.279   0.822   0.289
 156   1.527   0.876   1.494   0.250   0.906   0.285
 157   1.514   0.889   1.524   0.276   0.848   0.292
 158   1.538   0.876   1.489   0.268   0.848   0.288
 159   1.530   0.880   1.488   0.274   0.846   0.294
 160   1.644   2.675   1.496   0.236   2.657   0.289
 161   1.524   0.890   1.526   0.280   0.857   0.299
 162   1.536   0.891   1.495   0.268   0.861   0.300
 163   1.538   0.916   1.499   0.281   0.886   0.307
 164   1.560   0.899   1.496   0.253   0.932   0.297
 165   1.540   0.906   1.504   0.283   0.869   0.305
 166   1.549   0.907   1.548   0.275   0.869   0.303
 167   1.542   0.906   1.501   0.279   0.865   0.306
 168   1.568   0.946   1.504   0.251   1.002   0.298
 169   1.547   0.921   1.509   0.282   0.876   0.312
 170   1.553   0.924   1.507   0.267   0.899   0.308
 171   1.552   1.549   1.530   0.285   1.800   0.314
 172   1.557   0.905   1.503   0.253   0.924   0.307
 173   1.549   0.918   1.505   0.280   0.886   0.315
 174   1.553   0.905   1.508   0.269   0.891   0.316
 175   1.549   0.915   1.524   0.286   0.895   0.325
 176   1.606   1.846   1.508   0.256   1.913   0.318
 177   1.549   0.919   1.527   0.286   0.924   0.331
 178   1.600   0.940   1.538   0.272   0.898   0.330
 179   1.558   0.930   1.537   0.286   0.898   0.338
 180   1.568   0.907   1.512   0.255   0.964   0.332
 181   1.559   0.917   1.522   0.287   0.897   0.343
 182   1.566   0.920   1.528   0.273   0.897   0.340
 183   1.587   0.936   1.525   0.286   0.928   0.344
 184   1.578   0.947   1.522   0.256   1.033   0.338
 185   1.567   0.918   1.531   0.288   0.904   0.348
 186   1.570   0.919   1.527   0.273   0.922   0.347
 187   1.566   0.909   1.543   0.292   0.932   0.358
 188   1.582   0.911   1.522   0.257   0.944   0.361
 189   1.569   0.922   1.544   0.291   0.918   0.359
 190   1.567   0.916   1.541   0.279   0.916   0.355
 191   1.569   0.910   1.539   0.290   0.920   0.365
 192   1.690   2.935   1.535   0.256   2.932   0.355
 193   1.567   0.909   1.539   0.290   0.919   0.364
 194   1.568   0.917   1.533   0.279   0.926   0.360
 195   1.569   1.516   1.575   0.291   1.516   0.364
 196   1.572   0.918   1.536   0.260   0.960   0.356
 197   1.565   1.595   1.553   0.289   1.732   0.369
 198   1.569   0.917   1.539   0.276   0.923   0.365
 199   1.567   0.928   1.547   0.289   0.928   0.368
 200   1.588   0.946   1.527   0.260   1.052   0.363
 201   1.572   0.927   1.549   0.290   0.927   0.372
 202   1.574   0.921   1.596   0.283   0.928   0.354
 203   1.574   0.919   1.548   0.293   0.927   0.375
 204   1.584   0.927   1.538   0.264   0.965   0.367
 205   1.577   1.662   1.560   0.296   1.886   0.379
 206   1.584   0.930   1.544   0.290   0.940   0.374
 207   1.579   1.002   1.561   0.294   1.028   0.385
 208   1.619   1.910   1.554   0.267   2.002   0.379
 209   1.583   0.973   1.566   0.295   0.984   0.387
 210   1.579   0.928   1.548   0.283   0.950   0.384
 211   1.607   0.964   1.558   0.294   0.979   0.388
 212   1.589   0.938   1.543   0.266   1.055   0.383
 213   1.580   0.933   1.565   0.299   0.941   0.391
 214   1.580   0.923   1.552   0.285   0.964   0.379
 215   1.589   0.933   1.560   0.300   0.941   0.395
 216   1.598   0.968   1.547   0.273   1.083   0.388
 217   1.592   0.940   1.580   0.310   0.969   0.389
 218   1.584   0.932   1.569   0.289   0.948   0.390
 219   1.582   1.007   1.567   0.302   1.021   0.397
 220   1.591   0.949   1.586   0.271   0.993   0.388
 221   1.596   0.940   1.567   0.302   0.947   0.396
 222   1.588   0.943   1.568   0.290   0.963   0.402
 223   1.590   0.953   1.567   0.302   0.953   0.397
 224   1.653   2.785   1.557   0.271   2.820   0.388
 225   1.601   0.943   1.566   0.302   0.966   0.398
 226   1.589   0.943   1.561   0.289   0.962   0.394
 227   1.587   0.959   1.575   0.307   0.970   0.399
 228   1.598   0.954   1.550   0.276   1.003   0.396
 229   1.591   0.945   1.572   0.307   0.967   0.391
 230   1.603   0.938   1.557   0.295   0.950   0.398
 231   1.583   0.968   1.577   0.306   0.983   0.402
 232   1.599   0.986   1.558   0.275   1.100   0.402
 233   1.591   1.098   1.574   0.307   1.141   0.402
 234   1.589   0.974   1.577   0.294   0.971   0.398
 235   1.615   0.944   1.572   0.305   0.955   0.404
 236   1.600   0.952   1.558   0.275   1.004   0.396
 237   1.587   0.967   1.578   0.305   0.974   0.403
 238   1.590   0.948   1.564   0.292   0.979   0.383
 239   1.592   1.777   1.581   0.305   1.957   0.411
 240   1.620   1.969   1.605   0.275   2.034   0.397
 241   1.587   1.789   1.583   0.305   1.969   0.403
 242   1.598   0.948   1.569   0.292   0.959   0.398
 243   1.587   0.971   1.580   0.305   0.991   0.405
 244   1.600   0.983   1.560   0.275   1.092   0.396
 245   1.600   1.162   1.577   0.306   1.251   0.390
 246   1.598   0.960   1.570   0.292   0.989   0.397
 247   1.589   0.997   1.584   0.304   1.012   0.402
 248   1.603   1.007   1.561   0.275   1.128   0.397
 249   1.590   1.058   1.613   0.312   1.084   0.401
 250   1.603   0.967   1.567   0.292   0.975   0.398
 251   1.593   1.217   1.586   0.304   1.366   0.402
 252   1.597   0.960   1.571   0.275   1.012   0.398
 253   1.621   1.080   1.585   0.304   1.114   0.402
 254   1.607   0.955   1.570   0.293   0.962   0.401
 255   1.598   0.978   1.579   0.305   0.982   0.403
 256   2.226   8.238   2.023   0.275   8.222   0.410
 257   1.610   1.001   1.581   0.305   1.004   0.404
 258   1.599   0.962   1.570   0.293   0.974   0.399
 259   1.599   1.061   1.584   0.305   1.115   0.404
 260   1.619   0.991   1.618   0.284   1.094   0.398
 261   1.599   1.239   1.583   0.305   1.279   0.402
 262   1.605   1.043   1.578   0.293   1.159   0.399
 263   1.597   1.249   1.630   0.306   1.370   0.404
 264   1.630   1.068   1.565   0.276   1.196   0.397
 265   1.601   1.205   1.583   0.305   1.324   0.402
 266   1.613   1.083   1.579   0.293   1.106   0.399
 267   1.600   1.425   1.591   0.305   1.457   0.403
 268   1.611   1.160   1.570   0.275   1.199   0.399
 269   1.633   1.172   1.587   0.305   1.220   0.404
 270   1.604   1.193   1.592   0.292   1.294   0.399
 271   1.600   1.906   1.605   0.312   1.899   0.403
 272   1.631   2.250   1.590   0.275   2.296   0.398
 273   1.600   1.901   1.590   0.312   1.968   0.412
 274   1.606   1.297   1.595   0.293   1.420   0.398
 275   1.607   1.348   1.588   0.305   1.448   0.397
 276   1.612   1.302   1.574   0.274   1.404   0.397
 277   1.602   1.443   1.596   0.305   1.593   0.403
 278   1.606   1.500   1.579   0.293   1.694   0.398
 279   1.602   1.526   1.593   0.304   1.565   0.402
 280   1.617   1.736   1.609   0.274   1.833   0.396
 281   1.609   1.510   1.632   0.306   1.625   0.403
 282   1.608   1.632   1.618   0.292   1.695   0.398
 283   1.602   1.485   1.604   0.305   1.645   0.402
 284   1.610   1.535   1.589   0.280   1.665   0.406
 285   1.604   1.540   1.590   0.304   1.662   0.403
 286   1.613   1.677   1.604   0.299   1.748   0.400
 287   1.603   1.634   1.594   0.304   1.757   0.401
 288   1.655   2.804   1.590   0.272   2.837   0.395
 289   1.605   1.692   1.601   0.304   1.816   0.401
 290   1.641   1.822   1.581   0.292   1.870   0.389
 291   1.605   1.686   1.597   0.304   1.795   0.386
 292   1.612   1.730   1.578   0.273   1.805   0.396
 293   1.609   1.625   1.596   0.304   1.768   0.402
 294   1.614   1.951   1.584   0.291   2.010   0.397
 295   1.607   1.801   1.626   0.304   1.914   0.403
 296   1.616   2.277   1.579   0.273   2.353   0.397
 297   1.609   1.896   1.597   0.304   1.993   0.401
 298   1.615   2.250   1.610   0.300   2.336   0.396
 299   1.607   1.896   1.604   0.304   1.920   0.400
 300   1.638   2.114   1.579   0.273   2.140   0.399
 301   1.605   1.891   1.599   0.311   1.943   0.400
 302   1.609   2.164   1.587   0.291   2.301   0.396
 303   1.632   2.003   1.595   0.304   2.007   0.399
 304   1.638   2.791   1.611   0.273   2.835   0.395
 305   1.608   2.007   1.599   0.304   1.997   0.385
 306   1.612   2.005   1.590   0.298   2.084   0.397
 307   1.609   2.042   1.614   0.308   2.131   0.399
 308   1.631   2.059   1.584   0.273   2.156   0.394
 309   1.615   2.208   1.600   0.303   2.259   0.400
 310   1.634   2.243   1.588   0.291   2.300   0.395
 311   1.631   2.252   1.615   0.303   2.284   0.399
 312   1.620   2.594   1.588   0.273   2.681   0.395
 313   1.609   2.049   1.607   0.304   2.105   0.400
 314   1.614   2.404   1.594   0.292   2.501   0.395
 315   1.608   2.123   1.605   0.303   2.093   0.399
 316   1.621   2.507   1.635   0.272   2.561   0.394
 317   1.611   2.162   1.607   0.307   2.373   0.402
 318   1.614   2.412   1.592   0.290   2.476   0.386
 319   1.622   2.682   1.602   0.302   2.719   0.399
 320   1.679   3.193   1.612   0.269   3.225   0.385
 321   1.612   2.698   1.604   0.303   2.726   0.399
 322   1.655   2.480   1.595   0.290   2.523   0.396
 323   1.623   2.367   1.611   0.303   2.418   0.399
 324   1.618   2.664   1.588   0.273   2.668   0.393
 325   1.618   2.525   1.652   0.303   2.556   0.403
 326   1.620   1.998   1.636   0.290   2.108   0.394
 327   1.613   2.458   1.616   0.310   2.511   0.400
 328   1.625   2.740   1.595   0.276   2.792   0.394
 329   1.613   2.093   1.609   0.303   2.121   0.401
 330   1.616   2.548   1.597   0.291   2.626   0.395
 331   1.613   2.282   1.611   0.305   2.363   0.399
 332   1.630   2.589   1.596   0.272   2.633   0.393
 333   1.619   2.440   1.608   0.302   2.499   0.399
 334   1.623   2.337   1.604   0.290   2.439   0.372
 335   1.619   2.494   1.607   0.303   2.579   0.376
 336   1.643   2.798   1.606   0.272   2.842   0.392
 337   1.616   2.516   1.614   0.303   2.594   0.392
 338   1.617   2.594   1.599   0.290   2.638   0.395
 339   1.619   2.528   1.610   0.310   2.586   0.398
 340   1.631   2.529   1.605   0.278   2.576   0.394
 341   1.619   2.156   1.631   0.306   2.285   0.398
 342   1.620   2.069   1.629   0.294   2.139   0.395
 343   1.617   2.300   1.620   0.303   2.408   0.399
 344   1.633   2.761   1.619   0.272   2.823   0.393
 345   1.626   2.557   1.611   0.302   2.583   0.399
 346   1.618   2.607   1.602   0.290   2.637   0.395
 347   1.651   2.606   1.611   0.302   2.643   0.398
 348   1.624   2.633   1.600   0.271   2.680   0.392
 349   1.622   2.366   1.626   0.302   2.415   0.398
 350   1.626   2.678   1.621   0.293   2.704   0.395
 351   1.619   2.650   1.615   0.302   2.676   0.397
 352   1.669   2.811   1.610   0.270   2.852   0.391
 353   1.618   2.649   1.614   0.302   2.693   0.397
 354   1.629   2.638   1.603   0.295   2.672   0.394
 355   1.620   2.673   1.632   0.303   2.699   0.398
 356   1.628   2.684   1.603   0.272   2.712   0.392
 357   1.647   2.637   1.615   0.303   2.700   0.398
 358   1.624   2.645   1.604   0.296   2.655   0.394
 359   1.619   2.543   1.616   0.301   2.589   0.398
 360   1.635   2.773   1.597   0.272   2.809   0.372
 361   1.625   2.708   1.616   0.301   2.756   0.398
 362   1.628   2.711   1.624   0.291   2.730   0.393
 363   1.619   2.746   1.614   0.302   2.778   0.397
 364   1.633   2.744   1.605   0.273   2.767   0.392
 365   1.621   2.513   1.616   0.302   2.589   0.398
 366   1.638   2.296   1.609   0.290   2.375   0.376
 367   1.629   2.722   1.621   0.303   2.747   0.398
 368   1.644   2.808   1.614   0.270   2.828   0.392
 369   1.641   2.728   1.617   0.303   2.774   0.400
 370   1.624   2.690   1.646   0.289   2.733   0.393
 371   1.633   2.746   1.615   0.302   2.769   0.376
 372   1.631   2.666   1.620   0.279   2.723   0.391
 373   1.631   2.741   1.617   0.301   2.766   0.380
 374   1.630   2.727   1.625   0.290   2.745   0.394
 375   1.625   2.738   1.624   0.300   2.764   0.384
 376   1.639   2.762   1.622   0.271   2.797   0.391
 377   1.629   2.700   1.621   0.307   2.746   0.398
 378   1.636   2.725   1.625   0.288   2.762   0.391
 379   1.628   2.743   1.622   0.301   2.774   0.397
 380   1.632   2.743   1.616   0.271   2.775   0.392
 381   1.637   2.743   1.617   0.301   2.765   0.397
 382   1.636   2.738   1.612   0.290   2.782   0.394
 383   1.636   2.691   1.620   0.302   2.728   0.397
 384   1.912   5.667   1.760   0.265   5.651   0.392
 385   1.630   2.712   1.630   0.302   2.728   0.398
 386   1.638   2.737   1.612   0.290   2.767   0.405
 387   1.625   2.747   1.624   0.301   2.773   0.396
 388   1.631   2.747   1.623   0.271   2.775   0.392
 389   1.630   2.721   1.622   0.301   2.755   0.402
 390   1.628   2.584   1.614   0.289   2.603   0.394
 391   1.639   2.744   1.623   0.302   2.765   0.397
 392   1.643   2.752   1.609   0.270   2.805   0.394
 393   1.627   2.752   1.629   0.310   2.778   0.376
 394   1.634   2.548   1.626   0.289   2.592   0.393
 395   1.657   2.652   1.624   0.301   2.733   0.397
 396   1.636   2.747   1.627   0.270   2.790   0.394
 397   1.638   2.748   1.629   0.302   2.766   0.383
 398   1.639   2.526   1.626   0.290   2.554   0.394
 399   1.645   2.749   1.634   0.302   2.790   0.399
 400   1.650   2.804   1.621   0.269   2.848   0.391
 401   1.629   2.746   1.627   0.301   2.776   0.398
 402   1.650   2.743   1.624   0.290   2.762   0.377
 403   1.633   2.740   1.641   0.302   2.771   0.404
 404   1.635   2.745   1.645   0.269   2.750   0.392
 405   1.653   2.752   1.628   0.307   2.768   0.398
 406   1.647   2.712   1.624   0.291   2.728   0.393
 407   1.633   2.762   1.634   0.301   2.791   0.401
 408   1.648   2.771   1.611   0.270   2.820   0.392
 409   1.632   2.587   1.627   0.301   2.633   0.399
 410   1.647   2.576   1.630   0.288   2.613   0.395
 411   1.631   2.768   1.636   0.301   2.777   0.399
 412   1.638   2.755   1.620   0.268   2.798   0.401
 413   1.644   2.759   1.629   0.301   2.794   0.400
 414   1.636   2.749   1.622   0.289   2.794   0.394
 415   1.637   2.771   1.640   0.300   2.800   0.398
 416   1.668   2.881   1.625   0.269   2.887   0.399
 417   1.630   2.778   1.626   0.301   2.794   0.401
 418   1.636   2.762   1.619   0.289   2.802   0.394
 419   1.641   2.537   1.628   0.300   2.638   0.374
 420   1.646   2.763   1.617   0.274   2.781   0.392
 421   1.652   2.739   1.643   0.301   2.771   0.399
 422   1.648   2.729   1.637   0.289   2.776   0.395
 423   1.634   2.660   1.641   0.301   2.727   0.399
 424   1.642   2.773   1.618   0.269   2.807   0.394
 425   1.639   2.748   1.632   0.301   2.785   0.399
 426   1.639   2.755   1.624   0.289   2.781   0.394
 427   1.633   2.637   1.644   0.300   2.668   0.399
 428   1.642   2.762   1.619   0.269   2.791   0.368
 429   1.638   2.740   1.637   0.301   2.767   0.398
 430   1.635   2.728   1.622   0.289   2.765   0.395
 431   1.638   2.721   1.633   0.299   2.756   0.398
 432   1.653   2.793   1.629   0.269   2.843   0.393
 433   1.639   2.694   1.638   0.301   2.728   0.405
 434   1.637   2.745   1.624   0.289   2.769   0.397
 435   1.642   2.743   1.633   0.300   2.775   0.399
 436   1.649   2.752   1.621   0.269   2.785   0.394
 437   1.641   2.747   1.635   0.299   2.768   0.399
 438   1.646   2.752   1.623   0.289   2.769   0.396
 439   1.635   2.577   1.632   0.301   2.652   0.398
 440   1.650   2.763   1.629   0.269   2.800   0.377
 441   1.637   2.759   1.636   0.300   2.812   0.401
 442   1.638   2.806   1.654   0.288   2.769   0.397
 443   1.635   2.757   1.636   0.300   2.775   0.401
 444   1.640   2.768   1.632   0.269   2.781   0.395
 445   1.635   2.752   1.636   0.300   2.770   0.401
 446   1.636   2.755   1.637   0.288   2.776   0.398
 447   1.635   2.748   1.645   0.300   2.766   0.401
 448   1.687   3.392   1.651   0.266   3.450   0.395
 449   1.638   2.744   1.638   0.300   2.765   0.404
 450   1.644   2.751   1.627   0.288   2.777   0.396
 451   1.643   2.744   1.634   0.300   2.775   0.400
 452   1.649   2.763   1.627   0.276   2.780   0.399
 453   1.653   2.747   1.637   0.300   2.776   0.401
 454   1.646   2.743   1.636   0.288   2.773   0.396
 455   1.637   2.670   1.631   0.301   2.651   0.402
 456   1.652   2.757   1.627   0.269   2.809   0.396
 457   1.640   2.746   1.637   0.301   2.777   0.400
 458   1.638   2.741   1.637   0.288   2.769   0.401
 459   1.642   2.739   1.639   0.300   2.767   0.399
 460   1.648   2.758   1.628   0.268   2.784   0.396
 461   1.640   2.720   1.652   0.300   2.749   0.400
 462   1.642   2.752   1.634   0.288   2.771   0.397
 463   1.645   2.749   1.638   0.303   2.772   0.405
 464   1.658   2.801   1.638   0.268   2.843   0.396
 465   1.644   2.750   1.637   0.300   2.780   0.401
 466   1.648   2.754   1.637   0.288   2.776   0.398
 467   1.647   2.756   1.640   0.301   2.775   0.402
 468   1.652   2.756   1.630   0.268   2.791   0.397
 469   1.648   2.762   1.643   0.302   2.788   0.404
 470   1.647   2.756   1.632   0.288   2.789   0.397
 471   1.642   2.740   1.640   0.301   2.769   0.400
 472   1.651   2.768   1.641   0.268   2.808   0.396
 473   1.644   2.763   1.638   0.300   2.779   0.401
 474   1.648   2.756   1.635   0.289   2.771   0.402
 475   1.650   2.749   1.644   0.300   2.783   0.405
 476   1.656   2.754   1.637   0.269   2.792   0.402
 477   1.650   2.757   1.644   0.300   2.786   0.404
 478   1.650   2.759   1.634   0.288   2.779   0.402
 479   1.652   2.750   1.640   0.300   2.777   0.404
 480   1.670   2.920   1.646   0.267   2.950   0.399
 481   1.652   2.747   1.639   0.300   2.777   0.405
 482   1.652   2.751   1.646   0.288   2.787   0.402
 483   1.654   2.758   1.641   0.300   2.781   0.404
 484   1.658   2.767   1.632   0.274   2.792   0.407
 485   1.643   2.756   1.640   0.300   2.777   0.407
 486   1.651   2.754   1.636   0.288   2.809   0.402
 487   1.651   2.760   1.642   0.300   2.777   0.402
 488   1.658   2.779   1.645   0.268   2.820   0.399
 489   1.648   2.757   1.641   0.300   2.781   0.404
 490   1.660   2.760   1.638   0.288   2.782   0.398
 491   1.649   2.752   1.649   0.300   2.780   0.407
 492   1.653   2.759   1.664   0.268   2.794   0.400
 493   1.652   2.745   1.643   0.300   2.774   0.404
 494   1.653   2.755   1.643   0.288   2.785   0.401
 495   1.653   2.749   1.648   0.303   2.776   0.405
 496   1.663   2.808   1.652   0.268   2.843   0.399
 497   1.657   2.751   1.649   0.303   2.779   0.405
 498   1.652   2.753   1.647   0.287   2.786   0.404
 499   1.656   2.751   1.646   0.300   2.789   0.408
 500   1.655   2.758   1.638   0.269   2.799   0.402
 501   1.652   2.756   1.653   0.305   2.789   0.408
 502   1.654   2.748   1.638   0.290   2.785   0.406
 503   1.663   2.755   1.644   0.300   2.798   0.410
 504   1.669   2.778   1.648   0.268   2.832   0.405
 505   1.664   2.762   1.642   0.300   2.824   0.420
 506   1.657   2.767   1.648   0.288   2.809   0.408
 507   1.666   2.764   1.648   0.300   2.811   0.410
 508   1.660   2.758   1.637   0.268   2.809   0.406
 509   1.657   2.773   1.641   0.300   2.815   0.412
 510   1.650   2.767   1.635   0.288   2.818   0.405
 511   1.651   2.896   1.647   0.299   2.945   0.414
 512   2.148  11.432   1.895   0.261  11.655   0.446
 513   1.661   2.911   1.641   0.299   2.971   0.415
 514   1.650   2.774   1.642   0.288   2.818   0.404
 515   1.656   2.769   1.658   0.300   2.824   0.419
 516   1.656   2.762   1.648   0.268   2.803   0.414
 517   1.664   2.753   1.654   0.300   2.817   0.411
 518   1.662   2.777   1.645   0.288   2.815   0.417
 519   1.660   2.754   1.659   0.300   2.808   0.413
 520   1.667   2.784   1.668   0.271   2.839   0.412
 521   1.654   2.769   1.654   0.300   2.819   0.417
 522   1.658   2.766   1.644   0.289   2.818   0.410
 523   1.672   2.769   1.651   0.300   2.815   0.413
 524   1.676   2.787   1.642   0.270   2.811   0.407
 525   1.678   2.784   1.670   0.303   2.811   0.414
 526   1.673   2.762   1.657   0.288   2.806   0.411
 527   1.659   2.760   1.662   0.300   2.795   0.413
 528   1.668   2.808   1.654   0.269   2.876   0.414
 529   1.662   2.763   1.657   0.300   2.795   0.415
